,sentence,food,family,romance,indep,competition,approval,health,contact,serenity,rest,order,status,idealism,power,curiosity,honor,belonging,savings,tranquility
27357,Cliff was recently divorced.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27358,He was depressed for months.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27359,He was depressed for months.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27360,He was depressed for months.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27361,Cliff decided enough was enough.,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
27362,Cliff decided enough was enough.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27363,Cliff decided enough was enough.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27364,Cliff was ready to sell his house and move to a new city.,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
27365,Cliff was ready to sell his house and move to a new city.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27366,Cliff was ready to sell his house and move to a new city.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27367,Cliff sold everything and headed south for his new start.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27368,Cliff sold everything and headed south for his new start.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27369,Cliff sold everything and headed south for his new start.,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
27370,I was out in the town one weekend.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27371,I was out in the town one weekend.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27372,I was out in the town one weekend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27373,I saw a man was offering berries for cheap at his farm.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27374,I saw a man was offering berries for cheap at his farm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27375,I saw a man was offering berries for cheap at his farm.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27376,I saw a man was offering berries for cheap at his farm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27377,I saw a man was offering berries for cheap at his farm.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27378,I saw a man was offering berries for cheap at his farm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27379,I drove up and the man asked me to pick my berries.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27380,I drove up and the man asked me to pick my berries.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27381,I gathered several pounds of blackberries and raspberries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27382,I gathered several pounds of blackberries and raspberries.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27383,Jake was tired from work.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27384,Jake was tired from work.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27385,He wanted to take a hot bath.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27386,He wanted to take a hot bath.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27387,He wanted to take a hot bath.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27388,He noticed his tub was really dirty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27389,He noticed his tub was really dirty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27390,He noticed his tub was really dirty.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27391,He didn't want to clean it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27392,He didn't want to clean it.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27393,He didn't want to clean it.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27394,Jake decided to just take a shower instead.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27395,Jake decided to just take a shower instead.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27396,Jake decided to just take a shower instead.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27397,An artist was making an anime show.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27398,An artist was making an anime show.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27399,An artist was making an anime show.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27400,He was given a short deadline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27401,The producers wanted the show out quickly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27402,The producers wanted the show out quickly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27403,So he quickly made an episode in only one week.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27404,So he quickly made an episode in only one week.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27405,So he quickly made an episode in only one week.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27406,Walt was investigating a crime.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27407,Walt was investigating a crime.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27408,Walt was investigating a crime.,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1
27409,Walt carefully examined the crime scene.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27410,Walt carefully examined the crime scene.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27411,Walt carefully examined the crime scene.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27412,He saw a clue that broke the case wide open.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27413,He saw a clue that broke the case wide open.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27414,Walt had solved the murder!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27415,Walt had solved the murder!,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27416,Kelley went to the town hall meeting.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27417,Kelley went to the town hall meeting.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27418,Kelley went to the town hall meeting.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27419,She asked many questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27420,She asked many questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27421,She asked many questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27422,"When she was done, the audience loved it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27423,"When she was done, the audience loved it.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
27424,"When she was done, the audience loved it.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27425,"When she was done, the audience loved it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27426,"When she was done, the audience loved it.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27427,It took about one hour.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27428,It took about one hour.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27429,Kelley couldn't wait to go back.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27430,Johnny could not decide what flavor snow cone to get.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27431,Johnny could not decide what flavor snow cone to get.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27432,Johnny could not decide what flavor snow cone to get.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27433,Everyone else in his family had theirs already.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27434,Everyone else in his family had theirs already.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27435,Everyone else in his family had theirs already.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,Everyone else in his family had theirs already.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27437,He narrowed it down to two flavors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27438,He narrowed it down to two flavors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27439,Finally the lady at the counter suggested he get half and half.,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
27440,Finally the lady at the counter suggested he get half and half.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27441,Finally the lady at the counter suggested he get half and half.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
27442,It was a great solution to his snow cone problem.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27443,It was a great solution to his snow cone problem.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27444,Ken saw a cute girl at the club.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27445,Ken saw a cute girl at the club.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27446,Ken saw a cute girl at the club.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27447,Ken saw a cute girl at the club.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27448,Ken saw a cute girl at the club.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27449,Ken saw a cute girl at the club.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27450,He offered to buy her a drink.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27451,He offered to buy her a drink.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27452,He offered to buy her a drink.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
27453,He offered to buy her a drink.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27454,He offered to buy her a drink.,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
27455,She turned him down.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27456,She turned him down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27457,She turned him down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27458,She turned him down.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27459,She turned him down.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27460,She turned him down.,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27461,Ken persisted but she kept turning him down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27462,Ken persisted but she kept turning him down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27463,Ken persisted but she kept turning him down.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27464,Ken persisted but she kept turning him down.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
27465,Ken persisted but she kept turning him down.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27466,Ken persisted but she kept turning him down.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27467,Eventually he had to move on.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27468,Eventually he had to move on.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27469,Eventually he had to move on.,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27470,I had a fight with my girlfriend.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27471,I had a fight with my girlfriend.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27472,I was so angry that I told her never to call me again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27473,I was so angry that I told her never to call me again.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27474,I was so angry that I told her never to call me again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27475,I was so angry that I told her never to call me again.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27476,I was so angry that I told her never to call me again.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27477,"After a few months, she decided to call me.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27478,"After a few months, she decided to call me.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27479,"After a few months, she decided to call me.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27480,"After a few months, she decided to call me.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27481,"After a few months, she decided to call me.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27482,I missed her so much that I wasn't even mad.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27483,I missed her so much that I wasn't even mad.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27484,I missed her so much that I wasn't even mad.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27485,I missed her so much that I wasn't even mad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27486,I am happy we are together again.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27487,I am happy we are together again.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27488,I am happy we are together again.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27489,I am happy we are together again.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27490,I am happy we are together again.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27491,Jen loved swimming in the ocean.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27492,Jen loved swimming in the ocean.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
27493,One day she spotted a shark swimming towards her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27494,One day she spotted a shark swimming towards her.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27495,One day she spotted a shark swimming towards her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27496,One day she spotted a shark swimming towards her.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27497,One day she spotted a shark swimming towards her.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27498,Jen screamed at the top of her lungs.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27499,Jen screamed at the top of her lungs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27500,Jen screamed at the top of her lungs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27501,The entire beach was alerted of the shark.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27502,The entire beach was alerted of the shark.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27503,The entire beach was alerted of the shark.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27504,The entire beach was alerted of the shark.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27505,The entire beach was alerted of the shark.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
27506,Luckily the shark swam away.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27507,Luckily the shark swam away.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27508,Dan decided to incorporate more fresh vegetables into his diet.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27509,Dan decided to incorporate more fresh vegetables into his diet.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27510,He bought some fetching specimens from a local farmer.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27511,He bought some fetching specimens from a local farmer.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27512,He bought some fetching specimens from a local farmer.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27513,He bought some fetching specimens from a local farmer.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27514,He bought some fetching specimens from a local farmer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27515,He bought some fetching specimens from a local farmer.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27516,Dan didn't remember to wash them off when he got home.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27517,Dan didn't remember to wash them off when he got home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27518,After eating them his stomach was very upset.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27519,After eating them his stomach was very upset.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27520,After eating them his stomach was very upset.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27521,Dan got a stomach virus from eating the vegetables.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27522,Dan got a stomach virus from eating the vegetables.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27523,Cathy was on a diet.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27524,Cathy was on a diet.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27525,She walked past them.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27526,She walked past them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27527,She stopped and turned around.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27528,She stopped and turned around.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27529,She fell to temptation of the sweets and ate them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27530,She fell to temptation of the sweets and ate them.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27531,She fell to temptation of the sweets and ate them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27532,Lilo was always being tagged in awful photos.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27533,Lilo was always being tagged in awful photos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27534,Lilo was always being tagged in awful photos.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27535,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27536,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27537,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27538,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27539,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27540,Her friends didn't seem to care how bad she looked.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27541,She knew that everyone who saw them would think less of her.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27542,She knew that everyone who saw them would think less of her.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27543,She knew that everyone who saw them would think less of her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27544,She knew that everyone who saw them would think less of her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27545,She knew that everyone who saw them would think less of her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27546,She made it where no one could tag her in photos anymore.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
27547,She made it where no one could tag her in photos anymore.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
27548,Lilo realized quickly that guys seemed to like her more.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27549,Lilo realized quickly that guys seemed to like her more.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27550,Lilo realized quickly that guys seemed to like her more.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27551,Lilo realized quickly that guys seemed to like her more.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27552,My brother Bob visited  our reunion.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27553,My brother Bob visited  our reunion.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27554,He showed up unexpected.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27555,He showed up unexpected.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27556,He made an announcement at the reunion.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27557,He made an announcement at the reunion.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27558,The announcement that he was happy and excited to see family.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27559,The announcement that he was happy and excited to see family.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27560,The announcement that he was happy and excited to see family.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27561,The man went to prison.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27562,The man went to prison.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27563,The man went to prison.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27564,He asked for another trial.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
27565,He asked for another trial.,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
27566,He asked for another trial.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27567,He was found to be innocent.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27568,He was found to be innocent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27569,He was found to be innocent.,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
27570,Breanna wants to lose some weight.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27571,Breanna wants to lose some weight.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27572,She decides to go jogging.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
27573,She decides to go jogging.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27574,She decides to go jogging.,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
27575,She made it into a routine and jogged everyday.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27576,She made it into a routine and jogged everyday.,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
27577,She made it into a routine and jogged everyday.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27578,She then lost 5 pounds in 2 weeks.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27579,She then lost 5 pounds in 2 weeks.,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
27580,She then lost 5 pounds in 2 weeks.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27581,She was happy and decides to do it for another month.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27582,She was happy and decides to do it for another month.,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
27583,When i was in high school i was to lazy to do assignments.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27584,When i was in high school i was to lazy to do assignments.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27585,When i was in high school i was to lazy to do assignments.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27586,One day our teacher gave us assignment to be submitted the next day.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
27587,One day our teacher gave us assignment to be submitted the next day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27588,One day our teacher gave us assignment to be submitted the next day.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27589,But i didn't do it instead i watch a movie that night.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27590,But i didn't do it instead i watch a movie that night.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27591,Next morning i convinced my friend that i will copy her assignment.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27592,Next morning i convinced my friend that i will copy her assignment.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27593,Next morning i convinced my friend that i will copy her assignment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27594,Next morning i convinced my friend that i will copy her assignment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27595,Next morning i convinced my friend that i will copy her assignment.,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
27596,But she did not let me because she wants me to learn my lesson.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27597,But she did not let me because she wants me to learn my lesson.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27598,But she did not let me because she wants me to learn my lesson.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27599,But she did not let me because she wants me to learn my lesson.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27600,But she did not let me because she wants me to learn my lesson.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27601,Doug's favorite blanket was missing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27602,Doug's favorite blanket was missing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27603,It was nap time but there's no way he could sleep without it.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27604,It was nap time but there's no way he could sleep without it.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
