,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
781,781,f93b7a73-ffb7-4e8b-8e30-0687592c5767 , Larry regretted that he hadn't seen his aunt in months. , He decided to take the long trip to Idaho to see her. , Larry packed his bags and drove to Idaho. , His Aunt was very happy to see him. , Larry started making regular trips to see his Aunt. ,2
782,782,c988874a-203b-4619-86de-e55d548a15d4 , Amy was going to buy coffee to beat her coffee crash. , But there was no coffee machine in the school for kids. , There was however a soda vending machine. , Amy just needed to decide which soda had the most caffeine. , Amy picked a Pepsi to drink. ,1
783,783,a31fb268-dabd-46d9-b469-bab87b68e691 ," Reba worried that she was going to be a killer, like her father. ", He went to prison for murder. , Reba spent her entire life doing good deeds. ," She became a nun, and comforted orphaned children. ", Reba thought she was doing the right thing. ,3
784,784,9c8aee80-5ae1-4ecc-9aea-1ba7e2db7959 , Cindy cooked and cleaned every single day. , She grew tired of doing all the cooking and cleaning by herself. , Cindy said she was not going to cook until she got help cleaning. , The family had beans every night until they realized she was serious. , The family started to help. ,1
785,785,e2a4744e-ed5a-4506-84dc-a2a4ad9912e9 , Jen was invited to a Christmas party. , She went with a close guy friend. , They drank wine and talked with the couples that were there. ," As the group sang carols, Jen and her friend kissed. ", She felt it was meant to be. ,2
786,786,5f0d7daa-e968-4ee8-bb9d-f0133269922f , Tom always wanted to be a singer. , He's been practicing since he was 5 years old. , He auditioned for american idol and got in. , The hosts all liked his voice. , Tom was elated! ,2
787,787,345f9565-a35f-4d3e-828d-72ea9b0cc6ba ," Jay went to the chicken wing festival in Buffalo, New York. ", He bought a ticket to sample dozens of wings. , He ate all different flavors of wings. , Jay was so stuffed full of Buffalo wings at the end of the festival! , Jay went home happy that he decided to go to the festival. ,1
788,788,7fd17ffb-154e-47b5-9a12-04b6722ade48 , My neighbors are always playing loud music. , It's not so bad during the day. ," They also play it at night, unfortunately. ", I finally asked them if they could lower the volume. , They agreed to lower the volume. ,1
789,789,a6a23812-980d-4e64-8fc6-e728868f0ed4 , Joe was an amateur prospector. , He went out in the hills to look for gold. ," Instead of gold, he found many small blue and green stones. ", He gathered them all up to be appraised in town. , Joe hoped they were valuable. ,1
790,790,4863886b-ffb4-4e81-bdc8-d558165cd443 , Robert's dog passed away last month and he's still upset. , His wife wants to distract Robert with something. , She suggests they go shopping for a new dog. , Robert tags along and discovers that he loves looking at puppies! , Robert starts to feel better after playing with puppies. ,1
791,791,21c8bd50-e35d-4002-b487-fba08cfeb70b , Teresa's mom was pregnant. , Teresa was excited to have a new baby sister. ," However, when the baby came, she felt otherwise. ", She felt like her parents were not giving her any attention. , Teresa was sad and begged for attention. ,1
792,792,b0f2b3db-b3bc-44a0-beb4-e8f54adafc31 , Sal was nervous on his first day of high school. ," And as he sat in class, he felt intimidated by his peers. "," At lunch time, another student approached him. ", And that student felt the same way as Sal. , Sal found out he wasn't alone. ,1
793,793,0b28e731-b8dd-4a86-ac42-fa8eeccd9888 , Jason loves using a Macintosh at home but his office uses only PCs. , He has trouble becoming familiar with the PC operating system at work. , Jason buys a PC at home to become more familiar with it. , Soon he has become an expert in using a PC , Jason got a raise at work for being so good at working a PC. ,0
794,794,53f5a527-04f1-472c-b8f0-45a92d85dbfc , My wife had MLK day off. ," She slept in, and did not get up until 10 AM. ", We had a leisurely breakfast. , She watched Little House on the Prairie while I surfed the net. , Then we had a relaxing evening covering on the couch. ,1
795,795,e3fd2b48-cd9e-4f10-98b8-030c6ce19d81 , I woke up one morning very hungry. , I looked through my house but didn't find anything. , I found a box of pancake mix eventually. , I decided to cook several of them to eat. , I devoured the pancakes hungrily. ,2
796,796,f9498236-c0d7-443e-85ea-3ded1a7c270e , Kim wakes up and decides to drive to the mall. , She gets there and promptly spends 250$ on a pair of shoes. ," Later, she finds a purse to match the shoes. "," After buying an outfit to match, she decides to head home. ", Kim loved everything she bought. ,2
797,797,717c95bf-9232-4094-9017-a651debde5fc , Erica had to decide whether to take her final or go help friends. ," School was important to her, but her friend was in an emergency. ", Erica told her professor her situation. , The professor said she could make up the final at a later date. , Erica was so grateful that her professor was understanding. ,1
798,798,6c3e9a76-0976-4597-b600-dcf6766d16fa , My old neighbor used to take Halloween too far. , His costumes were very elaborate. ," One year, he decided to be Jason and hide under his garage door. "," He scared everyone, and the whole neighborhood complained. ", The next year he didn't dress up at all. ,3
799,799,55b7f15b-6703-4384-a575-2d364bf85030 , Ben was waiting at the crossroads for a lift from his friend Tom. , Tom had said that he would pick him up at 8:00 PM and it was after 9. , Ben was frightened by odd noises he heard coming from the darkness. , After a while Tom walked out of the shadows laughing. , Ben was annoyed that Tom had tricked him. ,1
800,800,565504d1-6088-4f15-a592-d7dded841257 , Barry loves bowling. ," However, he needed to find a place where he could bowl regularly. ", Barry looked through the yellow pages for a nearby bowling alley. , Barry decided he would go bowling on Saturday at the new location. , Barry was delighted with the new alley. ,0
801,801,a506d2c9-1ff5-4094-bfbe-e4e80bc6215a , The family prepared the food and packed it away. , They walked to the nearest park. , They laid out a blanket and began to set out their food. ," Everyone enjoyed sandwiches, fruit and more. ", The family had a good day. ,1
802,802,0bce7a95-175d-41d0-bb5d-21e759baf220 , Brad and Allison love Texas country music. , Brad found out there was a concert happening nearby. , He invited Allison to go to the concert with him. , Allison accepted the invitation. , They both had a good time at the concert. ,1
803,803,8e39f61f-2d96-460d-b99e-daf36af614f0 , Melissa had wanted to be a news reporter on television. ," Even since she was little, she practiced on camera. ", Her obsession followed her all through school. , She attended college for journalism and made high marks. ," After graduation, she was offered a job at NBC News. ",0
804,804,7f0ff4e8-3c77-41a5-8107-916dd66cb22d , I was walking to the mall. , Someone was calling me and I decided to pull out my phone. , I had a hard time getting it out since my pockets were tight. , The phone ended up jumping out of my pocket. , I almost cracked my phone. ,3
805,805,5e9d00fb-385b-4762-9285-5ee6e76b9085 , Bobby always enjoyed watching snow fall. , When snow begins to fall from the sky he watches it. , Sometimes he'll go out and stand while watching. , The snow always sounds and feels nice. , Bobby let the snow cover him from head to foot. ,1
806,806,30714d1c-ab3d-4084-9084-5a44f39e0df4 , Garry was nervous about his grades. ," Recently, Garry failed a Math test, and a English test. ", It is required that Garry have good grades to be on the football team. ," Garry's coach found out about his failing grades, and spoke with him. "," If Garry doesn't improve his grades, he will be off the team. ",2
807,807,6b0839e1-5e9f-4c62-919c-5c8f73e016aa , Evan complained about everything. ," His girlfriend started making him dinner, but he said it smelled bad. ", She was so offended! ," She left mid-cooking, leaving the meal unfinished. ", She broke up with Evan. ,1
808,808,d1857e28-aa9a-4afe-9132-ab27a8477924 , John made fun of his sister when she said yoga was a workout. , He thought he was in great shape because he played basketball. , One day his sister took him to a yoga class. , He couldn't keep up with all the women. , John felt humbled. ,3
809,809,0d5e139a-4fe1-4652-85b5-7979d430391d , Ava needed to go shopping with her two-year old. , But she couldn't find his shoes even after looking everywhere! , She decided she had no choice but to buy him new shoes. , She carried him into the store in order to select a new pair. , Ava took good care of her son. ,1
810,810,58735e26-2846-48fd-becf-e5f204ab1a95 , Harry was tired of the hot summer days. , He decided to go swimming with his friends. , Harry called his friends and set up the plans. , They all met up at a local lake and drank beer and swam. , Harry and his friends had a great time at the lake. ,0
811,811,40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13 , Danny wanted  to  learn  how  to  make  fried  rice. , His  friend  decided  to  teach him. , His friend went to his house and taught him. , Danny tried making it for himself. , Danny did a great job. ,2
812,812,4149fd90-e58e-415d-ad22-f41dd5ae98a8 , Meghan was hired as a Scientist II for a company. , She loved her job and was very good at it. ," After a year, Meghan wanted more responsibility at work. ", She talked to her boss and had an evaluation. , Meghan hoped she would be promoted. ,2
813,813,7af07696-728f-4f63-b975-69c0a251d8f9 , Bob got a rubix cube for Christmas. , He struggled to solve the puzzle. ," Eventually, he was able to solve half of it. "," But, the full solution remained elusive. ", Bob worked hard and then finally solved the puzzle. ,0
814,814,d6beb21e-c803-4d1d-887c-ab45d6fe3907 , Tim wanted to do something for his girlfriend on her birthday. , Tim planned a romantic getaway in the Bahamas. , Tim surprised her a week before her birthday. , His girlfriend was so grateful for the vacation. , Tim was happy with her reaction to the gift. ,1
815,815,2b6218cf-27eb-4dc3-addb-84cee6617e80 , Last weekend I wanted to buy some shoes. , I needed a new pair from work so had to look for a place to go. , I decided on the mall seeing as how they have a large variety. ," Once I got there, I quickly went to the store I had selected. ", I found a perfect pair of shoes and bought them. ,1
816,816,a99209f1-2b57-4b5e-9216-0606cc005e90 ," When I was five, I moved. ", I had to go to a new school. , I felt lonely on my first day. , A kid walked up to me and introduced himself. , I felt less lonely. ,3
817,817,131cc240-f6e0-4a76-81b8-aa6daf09e8f4 , Larry was scared of heights. , He always planned his travels to avoid any tall bridges. ," Unfortunately for Larry, one day he was diverted onto another route. ", Larry started sweating as he saw the bridge looming over him. , He turned around to choose another route. ,0
818,818,c19bebdd-ac5b-413e-9052-1a5e15e5b31c , Jeff is a very quick thinker. , He can get out of  just about any situation he doesn't want to be in. , All he has to do is come up with an excuse on the spot to leave. , He uses this a lot when he doesn't want to talk to his in-laws anymore. , Jeff hates spending time with his in-laws. ,2
819,819,d1eef4fb-c303-4226-9519-54211561b425 , Binh decided to wash her cat. , She picked up her cat from the deck. , Then she filled the bathtub with water. , Binh coaxed the cat into the water to wash it. , The cat ended up squeaky clean. ,3
820,820,cfbc6093-df69-4f1e-9306-207737dab707 , Humberto likes to jump on a trampoline. , He has never fallen off and hurt himself. ," While jumping yesterday, he did just that. ", Humberto decided to retire from jumping on his trampoline. , He never fell off a trampoline again. ,1
821,821,7c4e40d4-0d2f-4b9e-b7f8-d27bb42c20aa , Matt met Tammy at a nightclub. , Matt and Tammy exchanged numbers after the night. , They talked on the phone every day. , One day Tammy saw Matt with her friend Emma. , Tammy felt jealous when she saw Matt and Emma together. ,1
822,822,afd57a88-0c82-4116-a43f-6fcb8fdc9c09 , Ben wasn't paying any attention as he walked past the windowsill. , He swung his hand around. , It hit the cactus sitting in the window. , His hand was full of little needles. , Ben's hand was sore and he had to pull out all of the needles. ,1
823,823,ecd647bb-a30b-405d-913e-3a19011b092d , It was Nate's turn to sweep the floor this week. , He was notoriously lazy. , He decided to pay his roommate to do it for him. , The roommate took the money and never did the work. , Nate had a hard time working up the energy to confront him. ,2
824,824,a08e92e0-8aab-4f08-8bad-799b20d8b750 ," When Jay found out her older sister was pregnant, she was nervous. "," While she was happy for her sister, she was scared to be an aunt. ", Jay knew that there would be a lot of responsibility involved. ," But then, she finally came home from school and saw her nephew. ", Jay immediately knew her fears were unfounded. ,0
825,825,2fdc0584-59e8-4bff-b4c2-0ce23b74d23a , Jon was thirsty. , He didn't have running water in his house. , Jon decided to go buy some water at the store. ," Unfortunately, he got into a car accident on the way. ", Jon regretted being thirsty in the first place. ,1
826,826,17277360-5208-4dc2-b98f-da9dea534211 , Daria bought a television for her living room. , She had the store deliver the television to her house. ," When the television arrived, Daria was excited. ", The television was her favorite thing. , Darla turned on her television and began to watch a movie. ,1
827,827,cbdf5369-ed2d-4534-9e68-7e1641969043 , White roses were Lilly's favorite flower. , She grew them in her garden. , One day she pricked her finger on a thorn. , She thought nothing of it. , The prick got infected and she had to take antibiotics. ,1
828,828,816af3a0-0d30-4901-bb69-dc905f107636 , Jimmy's mother was sick in the hospital. , He went to visit her at the hospital. , Jimmy brought her flowers and a get well card. , Her mother was very gracious. , Jimmy's mother started to get better. ,2
829,829,690bf721-0de0-440e-a9ed-69b056fc63b4 , Karmen was all ready for her trip to Tanzania. , She got a taxi to the airport. , She went through airport security quickly. , She caught her flight on time and found her seat. , The plane took off and Karmen relaxed. ,2
830,830,91f9d1d9-934c-44f9-9677-3614def2874b , Sandy lived in New York. , Sandy heard of a dangerous snow storm coming her way. , Sandy decided to ensure that her home was prepared. ," During the snowstorm, the power went out. ", Sandy was prepared. ,2
831,831,322bbb17-93b9-4a7d-9533-4b1689d2c8ac , Quentin ordinarily does not enjoy going to company events. ," Although he doesn't mind coworkers, he likes to be left alone. ", One day he decides to attend a company party. , He eats some french fries to help himself from feeling awkward. , Quentin ended up enjoying the party. ,0
832,832,d5ddd22e-a842-43f0-ac12-1968e25a6692 , I use Mister Spice no sodium sauce. , I am on a low sodium diet. , I tried to buy some bottles online yesterday. ," The computer kept rejecting my order, even though the card was active. ", Finally the sale went through. ,1
833,833,2f73b783-9210-419c-8a31-dfde49df421a , Franz decides he would like to be closer to his family. , He books a trip to visit his cousin in Philadelphia. , Franz and his cousin visit museums and drink coffee together. , They have a terrific visit together. , Franz is glad he went to visit his cousin. ,3
834,834,7aec4c2f-addd-433b-bf51-3fccc53b35bb , I bought a horned toad when I was ten. , It was in a department store. , The toad looked very fierce. , We tried to feed it but it would not eat. , Eventually the horned toad died from starvation. ,2
835,835,ac3d0720-2b2c-4700-be89-c59ede839c4c , I met Nancy for the first time today. ," Before she left, we exchanged phone numbers. "," Despite walking for one moment, she constantly messaged me. ", I decided to call her and ask to stop calling me. , I never heard from her again. ,3
836,836,a51306ff-2184-4744-88ca-83145944ed38 , Yesterday Kelly headed to cvs to buy some candy. , She walked up and down the aisles to find what she wanted. ," To her surprise however, she ran into an old friend. ", The two talked for awhile. , Her friend ended up buying the candy for her. ,1
837,837,c428bf27-8192-4ad2-9b66-dd07314804bd , Today was Picture day at school. , Alice was so excited because her mom had bought her a new outfit. , She got up and got dressed and her mom fixed her hair. , The photographer said she was very pretty. , Alice felt good after the photographer complemented her. ,1
838,838,37d942c0-21f8-4cde-be56-abb85318a379 , Nila's mom was diagnosed with stage four cancer. , Nila knew her mom did not have a long time to live. , Nila made sure to provide her mom with a good life until her death. , Nila fostered many good memories with her mom and they were happy. , Nila loved her mom. ,3
839,839,3cf436ec-b46d-47ff-823a-f67efee8a4cb , A mother looked at the face of her newborn baby boy. , She dreamed of their future together. , Her dream was to give him the childhood that she was not given. , She sacrificed time and energy to accomplish her goal. , The boy had a very happy childhood. ,0
840,840,41585929-5484-4dd6-8e41-88f4ef6801aa , Jessica and her brothers were very excited for Christmas. , They went to sleep early so they could wake up early. , They woke up and ran to the Christmas tree. , There was only one box under the tree. , Jessica wondered if that they had gotten up too early. ,1
841,841,cc855cce-17ad-4ae7-84df-ba2888b56fa1 , The first day of school I walked there with two of my closest friends. , We were all very nervous. , When we got to school we checked the class list for third grade. , All three of us were assigned to the same classroom! , We couldn't believe our luck. ,1
842,842,e1e9d4c3-0dcb-4ef0-b558-2563e36088ff , Jeff was angry that his neighbor's dog always barked in the morning. , And the barking always woke Jeff up early. ," One day, his neighbor gave his dog away. ", And Jeff was happy that he heard no more barking. , Jeff would finally get peace and quiet. ,0
843,843,ce4b43b2-79e1-4874-9f39-0b9540ec71ad , Holly asked her brother to put suntan lotion on her back. , He took his time and applied it very carefully. ," Later that day, Holly wondered why people were laughing. ", She later realized her brother had made a design with the lotion. , Holly yelled at her brother to get back at him. ,1
844,844,459330e7-0e14-46e7-a482-b9df82b6622d , I used to make fun of my wife for having a nightlight. , She was out of town a few days and I went to sleep without it. , When I woke up in the middle of the night to get water I tripped. , I couldn't see the clothes on the ground and got a bad bruise. , I never made fun of my wife and her nightlight again. ,0
845,845,128450e2-4f28-4a20-a5b5-91805a6eef05 , Amy decided to move from Wisconsin to Florida. , She planned the move for months. , On the day of the move she said goodbye to her friends. , She drove all the way to Florida alone. , However the experience was no fun without her friends. ,2
846,846,765ad2bc-240c-47d0-b113-ac7cc5db21df , Kathy went shopping. , She found a pair of great shoes. , The shoes were $300. , She bought the shoes. , She felt buyer's remorse after the purchase. ,0
847,847,6cca8d95-6473-49ce-b82d-76deab0d09b0 , Amayah's birthday is coming up. , She will be five Year's old. , Her mom is throwing her a princess party. , She is invited a lot of her friends from school. , Amayah is happy to be the princess at her party. ,1
848,848,91afa299-8aac-4ee9-8013-276d15a7769c , The boys and I went to the beach today. , We took along a frisbee and a ball. , While playing in the water some other people joined in. , It was great making new friends. , I really enjoyed meeting some new boys. ,2
849,849,668e7d13-1250-4c4c-b3a9-f3965644e4f9 , It was Friday night so I decided to rent a movie. , I headed down to a Redbox to get one. , After taking an hour to decide I finally picked The Departed. ," I got home and made some snacks, then went to put the movie in. ", It was the best movie I had seen in a long time. ,2
850,850,edb9e202-4c9e-4bb7-a18c-daa472a22092 ," After getting off the school bus, I realized that my phone is missing. "," Since there was service on it, I decided to cancel it. ", The customer service representative did it for me. ," In addition, he said that there was a call made to Jamaica. ", I knew someone had stolen it. ,1
851,851,f7efb395-97a8-424e-b2c0-b400eaa5831e , Tina always wore a red bikini when she went to the beach. , She was known for it and everyone expected to see her in one. , One day she met her friends in a blue bikini and surprised them. , They couldn't understand why she would wear something different. , They liked the new bikini though. ,2
852,852,51498810-6e27-42c5-ad73-04e2466792b0 , Ted had always dreamed of being a homeowner. ," However, he had feared that it was a goal he would never reach. ", One day his father surprised him by saying he would help Ted out. , Ted's father helped to split the down payment on a home with Ted. , Ted was grateful to his father for the help. ,1
853,853,14d386a1-4753-4bd0-a752-bbb21e13d8dc , Evie wandered about the castle for hours. , She explored every nook and cranny of the structure. , Her supervisors quizzed her about what she had learned. , She answered their questions brilliantly and with ease. , She was proud of herself. ,3
854,854,d0e044bd-b49a-4078-8519-a04a9997b195 , Marco is starting a new job today. , He wants to look good on his first day. , Marco decides to put on a necktie. , His new boss is impressed with how good he looks. , Marco is glad that he made a good impression. ,1
855,855,c248eb07-6e5e-4c33-a08e-9cded809d238 , Lucy had a test tomorrow at school and she barely studied. , It was already very late and she had to get to bed. , The next morning school was concealed due to snow. , Lucy lucked out and spent her whole day off studying for the test. , Lucy aced the test. ,0
856,856,1a9a1b68-b971-4eec-9706-4d109934e8be , Fred liked mystery novels. , He used to read at least one every month. ," When his friends found out, they all bought him one for his birthday. "," But unfortunately, he started getting irritated by the attention. ", Fred told his friends he was taking a break from mystery novels. ,3
857,857,81f93432-7994-426d-a6ce-02685ef26b48 , Sarah went with her friends to the water park. , They paid for their tickets and got into their swimsuits. , They waited in line for the biggest slide. , They went down the slide and had a lot of fun. , They went back the next day. ,1
858,858,dd38b8f9-8005-4bbd-8274-031b6cb67861 , Jeff is going on a field trip to the rainy forest with his class. , Jeff is excited and can't wait to go. , When Jeff arrived he was very disappointed. , The rainy forest wasn't exciting and there was nothing to do. , Jeff was bored and upset. ,0
859,859,19242426-8575-4299-9ab5-ea59e7b28062 , Dani was a nurse in the ICU. , One night her estranged father was one of her patients. ," Dani didn't want to, but she treated her father. "," As he got better, the two of them were able to talk. ", Dani got to know her father much better. ,1
860,860,092e50dc-7570-490b-af18-6662afabe8e7 , Gina was at her friend Ruth's house. , A girl she didn't know named Jane showed up. ," Jane was rude, and stuck up. ", Gina later discovered Jane was her enemy Joe's sister. , So now she avoids Jane all the time. ,2
861,861,21a8fb15-2612-4fd0-9b10-675eb9473360 , Ella spent a day in the sun. , She forgot to apply sunscreen. , She got a nasty burn! , But soon it faded and turned to a tan. , Ella looked great and got a lot of compliments. ,2
862,862,e6738c40-9d0c-4fea-a1be-44e90ce630c1 , Neil had just arrived in Kenya. , He joined a safari tour group. , They saw all kinds of exotic animals. , Neil snapped photo after photo. , Neil composed a photo album when he got home. ,2
863,863,ee914e56-5e79-4560-a712-12b961e9baff , Gina decided to bake an apple pie for the first time. , She was extremely careful to follow the recipe exactly. ," After putting the pie in the oven, she eagerly waited to try it. ", It turned out to be delicious! , She shared the recipe and the pie with all her friends. ,1
864,864,d6e10b5b-63bc-4c96-81c9-28f82a80c11f , Anna rented out a warehouse for a big party. ," The decorations were great, but something was missing. ", Then Anna realized - they needed a disco ball! , She secured a rented ball from a party supply company. , The party went great. ,1
865,865,24ca04d6-44f8-4a8f-ae4d-b6dab193eb45 , Oscar headed over to the nursery to find a tree to plant in his yard. , He had a hard time deciding which tree to get. , There were a lot of trees to go through. ," Finally, he opted on a Bonsai tree. ", It went perfectly with his home decor. ,1
866,866,b701052f-4728-4ea5-b215-f8c566d33d7c , There was a major basketball game in the gymnasium. , Me and my friend played on the same team. , The game became intense and both teams were tied in the end. , There was 4 seconds left on the clock and we needed to score. , I shot the winning basket that won the game for our team. ,1
867,867,4239c107-0a2c-4ab7-8763-c521cd06b180 , Dirk was a fine pianist. , He often performed out in public for money. ," During his last performance, one of the keys broke off his keyboard. "," He finished the performance as best he could, but the music was poor. ", Dirk was embarrassed. ,1
868,868,e1f84a09-4ac1-4e21-8e8b-6c12996111b5 , Eva loved the squirrels in her yard. , She began to feed them peanut butter sandwiches. , Soon they grew used to her. , One was especially friendly. , Eva was able to pet one of the squirrels. ,1
869,869,89339025-793e-4cda-9d9b-3294cfdcfadb , Andy loved the beach. , He asked his mother if they could go to the beach. , His mother took Andy to the beach. ," On the way to the beach, it started to rainy. ", Andy was sad about it. ,3
870,870,7fb56f8e-afb9-4510-9abf-4be01e8a66f5 , I bought a phone case with a lanyard. , I needed one for my cell phone. , The case arrived without a lanyard. , The website said the case had a bracket but not a lanyard. , I felt foolish. ,2
871,871,0fadf7fd-62f1-4d61-901d-cda9174b2f7a , I changed the sheets on my bed last week. , I was tired of the old ones. , The new ones look nicer and feel better. , I think I will keep them. , I am happy they weren't too expensive. ,1
872,872,648cf01c-fcf2-4ce1-8f9d-235cf788ba25 , Chase really wanted a new toy. , His mom would not purchase a new toy for him. , She advised he save his allowance. , He saved his allowance. , Chase bought himself a new toy. ,0
873,873,1bed450a-2a30-4431-84d3-1361cd1423da , Renee was inspired by the music of Eddie Van Halen. , She decided to learn to play guitar. , She bought an electric guitar and an amp. , She hated pressing the strings with her fingers. , Renee decided she would have to get used to it. ,1
874,874,a31f32a1-af69-4a84-b713-f8917cc1565a , Bill went fishing and caught a lot of fish. , He caught so many he had to give some away. , His neighbors were poor and were grateful to Bill for the fish. , The neighbors finally got back on their feet. , They baked Bill some bread in appreciation for all the fish. ,3
875,875,355efc45-5233-40b3-ab77-d6281fb11710 , Last week the internet went out. , My wife and I were bored out of our minds. , Every other option available seemed boring. , Eventually we just drank and talked for a while. , We ended up having a fun time after all. ,1
876,876,67f56ec7-d96c-4f97-a837-0532ce002125 ," All Tim's life, he wanted to make music. "," Tim practiced all day, everyday. "," When Tim had enough songs, he called a record studio. "," The studio decided to record him, and Tim was happy. ", Tim became a professional musician. ,3
877,877,c816e74e-8cc8-4f01-960c-78724f118a87 , Alex suspected that his cat Tigger might have fleas. , Tigger was constantly scratching himself day and night. , Alex took Tigger to the veterinarian to be diagnosed. , The veterinarian confirmed that Tigger did indeed have fleas. , They gave him a flea medication and it cleared up. ,2
878,878,180c876f-d5d2-4397-a9bc-bdae30d5954c , Haley was a young scientist at a famous laboratory. ," Every day, she worked hard on her current project. ", One of her colleagues was secretly stealing her research. , Haley discovered this when he published it in a scientific journal. , Haley felt like she had been betrayed. ,1
879,879,db608f6f-3c58-4aba-bd8e-c5ceb0aaf835 , Sam wanted to throw a party. , Sam invited all of his friends and neighbors. , The party got extremely wild. , All of the guests left the party in disgust. , Sam had a terrible hangover the next day. ,1
880,880,43c0c682-38dd-412b-99a1-bd6bd815a431 , Katie couldn't sleep. , She tiptoed downstairs and into the kitchen. , She poured herself a glass of milk. , Then she heated it in the microwave. , Katie drank it and went back to bed. ,1
881,881,dcca12a5-2470-4041-a22a-032ccc5ac018 , Tom was talking to his wife Becky who had a bad day at work. , He decided to bring home her favorite meal as a surprise. ," On the way home from work, there was a lot of traffic. "," After getting the food, he arrived home much later than planned. ", But everything was okay as soon as they hugged and ate dinner. ,1
882,882,2e6e714e-8b83-4eae-9370-d1d4afbc4e5a , They had to pick out a stove for their new house. , They couldn't decide on a particular brand. , They liked the durability of the Viking. , They also liked the deal with the Thermador. , They decided to buy the Viking stove. ,1
883,883,9e54392e-74ed-404e-8fb3-f11fc885762d , Jasmine did not study for her big math test. , She figured she could just wing it. , Jasmine soon realized the test was very difficult. , She decided to cheat by looking at her neighbor's paper. , The teacher caught her and gave her detention. ,1
884,884,702267f4-b51a-4366-bbe4-fe3d5f94077d , Sam moved to Los Angeles to become a movie star. , He did not have much money but he thought that going is the only way. , After two months sam was sleeping in his car and broke. , He went to the chinese theater to beg one day. , Sam felt very depressed. ,2
885,885,dbe003f5-61ad-473e-bd2d-02a17862a2e2 , Ben woke up late. , Ben decided to skip breakfast and went to work. , Work was too busy to take a break or eat lunch. ," After work, Ben was caught in real bad traffic. ", Ben was so hungry that he became sick. ,2
886,886,9af012e3-d6c8-4a60-9f51-6379ba446742 , Darren was late to work and could not find his car keys. , He looked all over his house. , He asked his wife were they were. , She told him to check his pockets. , There were no keys in his pockets. ,1
887,887,5dc94086-80d4-4196-9914-7b4d3f487c3e , I had a job interview last week. , My girlfriend helped me pick out a new tie. , We went to the store and looked for hours. , I found three I liked. , I bought all of them. ,0
888,888,f389d1ce-da4e-4843-94a7-62656df6fb10 , Harry loved hockey. , He decided to sign up to play for a local league. , Harry attended the tryouts for the team. , Harry hoped he did well enough to make the team. ," A few days later, Harry heard that he made the team. ",2
889,889,ac39ee93-4288-4302-aa7b-757fca64f2fb , Little Sue was riding an elephant at the zoo. , She like it at first but then got scared. , She started to cry for her mom. , The zoo keeper had to stop the elephant and get her. , Sue's mom took her to pet the goat instead. ,1
890,890,7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b , Hannah was an amazing artist. , She always had a natural gift. , She decided to enter in an art competition. , Thankfully she was able to win the top prize. , Her parents were very proud. ,1
891,891,e2d48e18-276a-4de1-81af-594cf54c2a90 , Jim was taking out the garbage. , He slipped on a piece of ice on the sidewalk. , Jim fell down hard onto the pavement. , Jim felt something break on his arm. , Jim was hurt and had to call 911. ,1
892,892,186cfc69-54cf-46d5-8033-8bf2493e9b23 , I hate doing laundry. , Matching socks is a horrible waste of time. , Everytime i do laundry socks get lost. , i was tired of searching for matching socks. , I threw out all my old socks and bought all plain white socks. ,2
893,893,a0ecc896-63d6-4f4f-8960-24c4fb3db4fe , James was twelve Year's old and loved food. , He never really thought about making food until today. , His mother let him help fix rice for dinner. , James learned how fun and creative cooking could be. , James decided to become a chef when he grows up. ,1
894,894,d485e612-1b3c-4b67-a9f0-ef432ff4fcee , Lee knew her mom needed new gloves and could not afford them. , So Lee began to knit a pair. , She hurried to finish them by Christmas. , Then she presented them to her mom. , Lee's mom was proud of her daughter for being so thoughtful. ,2
895,895,c08b9f9a-5d56-4701-92d4-3edef2ccec62 , Jennifer was professional copywriter in a large city. , She did good work but always received poor remarks on her reviews. , Jennifer found out that her boss was trying to sabotage her! , She decided to confront her boss about the negative remarks. , Jennifer stormed into his office and straightened her boss out. ,1
896,896,86ab603e-0455-4347-a1ce-4a375f4495a8 , Lorraine was a softball player. , She was the best on her team. ," One day, during a game, she twisted her ankle badly. ", She wasn't able to play anymore. , Lorraine was really sad. ,1
897,897,2290ba2a-137b-4047-aeec-cb133268a238 , Abby and Tammy were the best of friends. , They both loved to do things together that were fun and creative. , They decided to make friendship bracelets together and give to others. , Abby made five and Tammy made seven more. , They decided to keep the bracelets for themselves. ,1
898,898,8dcbc25a-c55c-4f2d-8cbf-c70df84b9490 , Last night there was a big lightning storm. , It took out the power. , The entire neighborhood didn't have electricity. , It got really cold and we got scared. , Then after about an hour the power came back on. ,1
899,899,2b635efb-e1b0-44de-beb8-4f9b9ef62876 , Sal was mad that his parents were moving. , They were moving to the eighth floor of a building. , He hated living that high. ," After moving, he took a look out his bedroom window. ", The beautiful view made him change his mind. ,1
900,900,22f5e67b-4e12-4ba3-8649-a8b322e36811 , Lydia had a strange dream last night. , She dreamed that she was taking a test at school. , As she was taking the test she realized she forgot to put on pants! , She was so embarrassed that she ran right out of the classroom. , Lydia felt relieved when she realized it was just a dream. ,1
