,emotion,plutchik,selection0,selection1,label
7970,"['mad', 'silly', 'embarrassed', 'irritated', 'disappointed', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",He has searched the entire house multiple times.,Lilo was always being tagged in awful photos.,1
7971,"['tired', 'calm', 'sleepy']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Taylor said yes to the proposal.,Drake was asleep in his room.,1
7972,"['accomplishment', 'proud', 'thrilled', 'joyous', 'ecstatic']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He had a very hard time reaching out to his friends for help.,"George won his first title fight by knockout, and was very happy.",1
7973,"['happy', 'joyful', 'delighted']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He called his wife to post bail for him.,Tristan decided to throw a Christmas party for her family.,1
7974,"['satisfied', 'kind', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Luckily the hole in the wall was easily repaired.,Meg let Joe borrow it.,1
7975,"['pride', 'excited', 'nervous', 'scared']","{'joy': 2, 'trust': 2, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Ara was given a solo in the school concert.,She used the samples until they ran out.,0
7976,"['hopeful', 'helpful', 'healthy', 'happy']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Therefore Jerry decided to switch to another food for his cat.,He catches a mighty sea bass on his first try.,0
7977,"['surprised', 'down', 'curiosity', 'wary']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She spent much of the day in the bathroom.,"I moved closer, calling and clicking my tongue.",1
7978,"['happy', 'anxious', 'surprise']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 3}",It was completely blank so Julia kept it.,He went to return it.,0
7979,"['determined', 'anxiety']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She decided she was going to get it over with.,Lou's big brother always beat him at backgammon.,0
7980,"['anxious', 'happy', 'surprised', 'excited']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Yesterday she called me with a surprise.,Ella and her friends still managed to have fun.,0
7981,"['anticipation', 'nervous', 'worried', 'accomplished']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We got in the car and drove to the office.,She took it home and played with her the rest of the day.,0
7982,"['dismissive', 'frustrated', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 2, 'anger': 0, 'anticipation': 1}",His mother warmed him that he would eventually have cavities.,He bought some from the store.,0
7983,"['upset', 'disappointed', 'angry', 'stubborn', 'anger']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Her parents tried to teach her but she refused to listen.,A woman who was afraid of snakes saw one outside her house.,0
7984,"['surprised', 'sad', 'outcast', 'leery']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",I became more suspicious when the event happened again.,So Sam decided to quit playing tennis prematurely.,0
7985,"['sad', 'longing', 'homesick']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Despite her prudishness, she always got a lot of male attention.",We do miss our two dogs back home though.,1
7986,"['resourceful', 'responsible', 'joy', 'trust', 'busy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She purchased a premium account on the website.,Alan's english teacher assigned everyone a research paper.,1
7987,"['friendly', 'happy', 'excited', 'thrilled', 'accepted']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",The little girl pointed at Biscuit!,Brad met up with her the next day.,0
7988,"['responsible', 'organized', 'accomplished']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","So at the next game, she wore clown makeup.",Then she organized her clothes and put them back in.,1
7989,"['excited', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She was thinking of the dress she wanted.,They had a chance to help hold a hose spraying water.,0
7990,"['good', 'hungry']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I texted back with my request.,I was confused as to what candidate was actually winning,0
7991,"['amazed', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She called back and explained the issue.,She was very happy as the Red Sox won.,1
7992,"['overwhelmed', 'exasperated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tim needed help moving.,He hit his first home run.,0
7993,['surprised'],"{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Suddenly, she gasped.",Bert made it home in record time.,0
7994,"['determined', 'nostalgic', 'peaceful', 'disappointed', 'upset']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was what you call an animal whisperer.,David can now whistle any tune almost perfectly.,0
7995,"['optimistic', 'excited', 'spontaneous', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I wanted to do a different thing than the usual.,The work was difficult.,0
7996,"['expectant', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Fred briefly dated a younger woman who was in her late thirties.,Kim was preparing to go to a gala that night.,1
7997,"['disappointed', 'uncertain', 'confused', 'lonely', 'outcast']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}","As time went by, I realized nobody knew what they were doing.",Sandy stayed home because she thought her friend would not understand.,1
7998,"['scared', 'worried', 'upset', 'nervous', 'glad', 'hopeful']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}",Ramona's book about history is now a best seller.,She had to move to Chile to work last year.,1
7999,"['happy', 'surprised', 'static', 'helpful', 'charitable', 'generous', 'awesome', 'successful', 'delighted']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dan bought every single package of cookies the girls had!,It turns out that his family would come to see him instead.,0
8000,"['experimental', 'surprised', 'scared', 'disgusted', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",The try-it method got Nita eating many strange foods!,He drove around every morning to collect trash.,0
8001,"['annoyed', 'afraid', 'tired']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Jane was proud of her career choice.,He drove to work in the dark.,1
8002,['scared'],"{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He then took his ball and rolled it at the hat.,It was dark by the time I headed home.,1
8003,"['disappointed', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",After the first night it rained and the canvas tent started to leak.,He was playing one day when his sound cut out.,0
8004,"['angry', 'frustrated', 'hurt', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",He gets hit hard from behind.,The light bulb above Erin's desk was broken.,0
8005,"['sad', 'guilty', 'happy', 'anxious', 'competent', 'anticipation']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Holding the tape, flour and sugar was tricky so I got a basket.","Then, he went out of town on a business trip.",1
8006,"['jubilant', 'excited', 'happy']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Together, they played a variety of games.",She used it as an excuse to buy a new car.,1
8007,"['scared', 'worried', 'spooked', 'wonder', 'annoyed', 'awe', 'eager', 'amazed', 'entertained', 'surprised', 'pleased']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tim had to work on his birthday.,The deer looked at Jack and Diane for a moment and bolted.,1
8008,"['scared', 'shocked', 'upset', 'compassion']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",At the doctor he receives frightening news.,We moved across two states to be together.,0
8009,['accomplished'],"{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kevin was a super-star comedian.,She told me that no matter what she enjoyed herself.,0
8010,"['proud', 'happy', 'satisfied']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I played hide and seek with my friends the other day.,Paul now completely supports himself from the sales of his clothing.,1
8011,"['scared', 'fearful', 'enjoyment', 'amused', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When the clowns started getting out of the car, Marnie ran.",Jack and Diane tried to follow it but they were not able to find him.,0
8012,"['scared', 'carefree', 'OK']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Dan's crops were saved, and they flourished!",Max was walking by a store one night.,1
8013,"['surprised', 'grumpy', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",He drove too fast and struggled just to keep the car straight.,My doctor said I needed to limit my soda intake.,1
8014,"['sad', 'surprised', 'proud']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Gina decided this was the way she would make cookies from now on.,"That day, the dentist found no cavities in the girl's teeth.",1
8015,"['accomplished', 'heroic', 'relieved', 'elated', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Colette was shopping one day.,A police officer running late was able to catch the fleeing man.,1
8016,"['grateful', 'thankful', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Tim is out of the band now and they are furious.,Jill was so thrilled.,1
8017,"['angry', 'sad', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}","After 18 years, Anna had become lactose intolerant!",He cheated on her while she was away in college.,1
8018,"['anxious', 'excited']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Her guests began to arrive one by bone.,Tom was expecting an important call.,1
8019,"['exhausted', 'adventurous', 'amazed', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jake went up one hundred stories to the top.,He wanted his kids to be taught creationism in school.,0
8020,"['annoyed', 'happy', 'jealous', 'alarmed', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He had become increasingly fat in his old age.,"Soon, Rita's house became the magnet for watching TV.",1
8021,"['flexible', 'powerful', 'inventive']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John went out to the lake to go fishing one morning.,It helped him very much in developing new perfumes.,1
8022,"['angry', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 1}",She spilled the coffee all over her skirt.,"Then, one of her guy friends admitted that it was him.",0
8023,"['jealous', 'envious', 'left out', 'desire']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All her friends got it done.,"They had free coffee there, plus a tv.",0
8024,"['annoyed', 'irritated', 'impatient', 'tired', 'antsy', 'cranky']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",The drop off line was long today.,I called the police after being rear ended.,0
8025,"['devastated', 'upset', 'angry', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 3, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 1}",So his whole platoon was wiped out.,They claimed they had caught it.,0
8026,"['guilty', 'selfish', 'generous']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","Maria hated the idea of a bag of trash in her car, but she felt moved.",He screamed and ran upstairs.,0
8027,"['mischievous', 'happy', 'satisfied']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The kids were full of energy.,He happily got pineapple on the pizza.,1
8028,"['defeated', 'sad', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",But she now realizes she is lonely.,His dad beat him three games in a row.,1
8029,"['embarrassed', 'awkward', 'perplexed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She didn't know what to do with it.,All of his friends were confused and did not laugh.,1
8030,"['hopeful', 'enlightened', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She saw an ad for a schoolwide joke contest.,He discovered he liked acting.,1
8031,"['loving', 'joy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",But this week UPS announced that all overtime will be approved!,"23 years later, she's my wife and we have two girls - and a boy.",1
8032,"['scared', 'happy', 'playful']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Mark had a report due on tigers for school.,She crawled into the wobbly castle.,1
8033,"['happy', 'accomplished', 'satisfied', 'grateful', 'normal']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The next day a city worker came and took away the trash.,"Finally, she found one that suited her perfectly.",0
8034,"['hurt', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 0}","Caitlyn was a very pretty and smart girl, but she was mean to others.",Ed was trying to board a plane.,0
8035,"['curious', 'welcoming', 'happy', 'lucky', 'trusting']","{'joy': 2, 'trust': 3, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Fred had a job as a tree cutter.,Once he got there the beekeeper asked if Mark would like a tour.,1
8036,"['needy', 'frustrated', 'desperate']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Brian loved his iPhone very much.,Candy begged people to sell her a spare ticket.,1
8037,"['stupid', 'embarrassed', 'displeased', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}","He would never get involved with activities, but just watch.",Tim had to pay for the expensive antique.,1
8038,"['upset', 'ashamed', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 2}",She started to cry.,Her makeup was dripping.,1
8039,"['hoping', 'thankful', 'frightened', 'unsettled', 'helpful', 'needed', 'smart']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I went to my neighbor and told him to chain his dog up.,Ren asked a friend to write a report or her.,1
8040,"['annoyed', 'frustration', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 1}",Ted's car constantly had battery problems.,"Because of this, Bailey assumed she did not have to try too hard.",0
8041,"['lonely', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}","She had moved to a new town, and had no one to celebrate with.",Tom cried profusely in the parking lot.,0
8042,"['excited', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",The doctor distracted them and poked them quickly.,Bradley was running towards the pool.,1
8043,"['great', 'overwhelmed']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 2}",The entrees arrived only minutes after the appetizers.,My wife and daughter went shopping in Queens.,0
8044,"['happy', 'same', 'joy', 'helpful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Her mom took her to Target to buy new bed sheets.,Kate had errands to run.,0
8045,"['happy', 'hungry', 'astute']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","It came from a local bakery, and was very soft.",My girlfriend worked 20 miles away.,0
8046,"['proud', 'obsessive', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It was to make sure everything was dustless in her room.,He would give them advice on all their problems.,0
8047,"['discouraged', 'embarrassed', 'upset', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}","The paint tray landed face down, smearing into the ground.",He began to make a call on his cell phone.,0
8048,"['upset', 'hopeless', 'abused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",They refuse to give him full time.,"When the buzzer dinged, she opened the washer and saw pink!",0
8049,"['conflicted', 'annoyed', 'confused', 'ambivalent', 'irritated', 'impatient', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}",They couldn't decided on which outdoor activity.,The DNA test result showed that Spencer was not the biological father.,0
8050,"['anxious', 'despondent', 'sad', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}","One day, he could not find his bag.",Veronica wanted to change her hairstyle.,0
8051,"['disrespected', 'confused', 'happy', 'glad', 'vindicated', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Annie took a picture with her family and her boyfriend.,She came home very happy because they all loved the wings.,1
8052,"['relaxed', 'happy', 'positive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I was on vacation in Florida.,Billy decided that the likes were not for her but for the articles.,0
8053,"['healthy', 'content']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Now Lester's shoes fit him much better.,She decided that was a great idea.,0
8054,"['disappointed', 'scared', 'fear', 'guilty', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",He brewed a cup of his favorite coffee.,I never stayed at Tim's again.,1
8055,"['upset', 'frustrated', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",Josh began to worry he wouldn't have time to date again.,It had been accidentally turned off.,1
8056,"['upset', 'defeated', 'injured', 'frustrated', 'disappointed', 'happy', 'excited', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But Ginger was scared of people watching her.,Unfortunately within minutes we were overrun by ants.,1
8057,"['annoyed', 'bored', 'angry', 'happy', 'anxious', 'annoying']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Von never seemed to figure out where his pickle juice went.,My friend Sal kept calling me.,1
8058,"['uncomfortable', 'warm']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",The room was not air conditioned and Dan was warm.,One day Jack and Diane went for a walk in the woods.,0
8059,"['worried', 'sympathetic', 'hurt', 'pensive', 'depressed', 'overwhelmed', 'pained']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",He looked around and saw that no one had seen.,He is going to be in pain for a while with his hurt back.,1
8060,"['afraid', 'upset']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her mom encouraged her to go anyways.,He did not know what to do.,1
8061,"['annoyed', 'distant', 'indifferent']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",You have to take a ferry to get there.,Roy rolled the best dough out of everyone he knew.,0
8062,"['angry', 'rushed', 'concerned', 'frustrated', 'hungry', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",He improved his chess skills and overall intelligence.,Jenny was told to brush her teeth or else she can't eat.,1
8063,"['relived', 'annoyed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",The neighbors moved out.,Allie agreed but was hesitant.,0
8064,"['upset', 'angry', 'disgust', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",He wanted to stay outside all day!,He arrived outside their shambles of a home and had a change of heart.,0
8065,"['happy', 'wanted', 'ambivalent', 'wanting', 'excited', 'obsessed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We kindly responded and they took us to the supervisor.,She constantly would look up pictures of them.,1
8066,"['happy', 'thrilled', 'excited', 'awe']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","In addition, Andy saw various fish and marine life that amazed him.",Brian got lost between rides.,0
8067,"['ashamed', 'responsible', 'disappointed', 'enjoyment']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She had overslept and was late by 20 minutes.,Players ended up fighting more computer enemies than other players.,1
8068,"['sad', 'alone']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 1, 'anticipation': 0}","When she lost all her friends, she became very lonely.",Jerry was too quick for them and escaped with his suit.,0
8069,"['sad', 'anger', 'sadness', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",She looked in the mirror and was bright orange.,I hope it helps her cough.,0
8070,"['disappointed', 'regretful', 'scared', 'concerned', 'nervous', 'uneasy', 'relieved']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Lily has two white mice, Zeus and Zeke.",Billy was given a cast and vowed to stop his tree climbing that day.,1
8071,"['excluded', 'disappointed', 'sad', 'sympathetic']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Sadly, she cannot drink Diet Coke while pregnant.",Eli waved his arms and as it came towards him.,0
8072,"['thankful', 'satisfied', 'relieved', 'grateful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Orion wanted to get back at Doug somehow.,They sent her out fresh wings right away - VERY spicy ones!,1
8073,"['disgusted', 'angered', 'betrayed', 'angry', 'annoyed', 'pissed', 'guilty', 'sad', 'bad', 'upset', 'helpless', 'bothered', 'nervous', 'careless', 'resolute']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 1}",He bought tickets and a new jersey to wear.,"Despite saying he'd help defend the venue, he said nothing.",1
8074,"['overjoyed', 'relieved', 'grateful', 'happy', 'hopeful', 'proud']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Robert worried for nothing, since the grade ended up being curved.",Stan was relieved when the doctors said his dad would be okay.,1
8075,"['annoyed', 'ashamed', 'demoralized', 'angry', 'jealous', 'infuriated', 'mad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 2, 'anticipation': 0}",She had a boyfriend that didn't appreciate it.,I went to the bathroom to wash the ink off.,0
